usuario_id,livro_id,data_emprestimo,data_devolucao,data_devolucao_real,status
2315,8093,2020-11-05,2020-11-25,2020-12-03,Overdue
314,92,2021-09-30,2021-10-26,2021-10-30,Overdue
6899,3562,2022-12-31,2023-01-30,2023-02-04,Active
5323,3004,2020-07-03,2020-07-10,2020-07-18,Overdue
3972,8619,2022-03-05,2022-03-13,,Returned
4527,22,2021-05-06,2021-06-04,2021-06-05,Returned
7520,7282,2020-11-17,2020-12-10,2020-12-13,Returned
345,11354,2022-11-30,2022-12-11,2022-12-21,Returned
4526,3695,2021-01-07,2021-01-18,2021-01-20,Overdue
2220,9751,2022-01-06,2022-01-23,2022-01-29,Active
751,7359,2022-02-16,2022-03-14,2022-03-18,Overdue
7731,8414,2022-11-25,2022-12-20,2022-12-21,Overdue
5627,11443,2022-09-11,2022-09-26,2022-10-04,Active
9910,6926,2020-05-13,2020-05-25,2020-06-04,Returned
4137,8908,2021-04-02,2021-04-14,2021-04-24,Active
7339,5626,2021-01-15,2021-02-12,2021-02-12,Overdue
5118,11514,2021-04-23,2021-05-05,,Returned
7088,4865,2022-10-17,2022-11-13,2022-11-20,Active
1963,85,2020-03-05,2020-04-04,2020-04-11,Active
5113,2061,2022-02-20,2022-03-20,2022-03-25,Active
1088,10249,2021-10-19,2021-11-14,2021-11-21,Active
7355,5599,2022-07-08,2022-08-04,2022-08-14,Active
61,10448,2021-03-13,2021-04-12,,Overdue
1782,13169,2022-10-05,2022-10-21,2022-10-31,Active
7525,14481,2022-07-12,2022-08-11,2022-08-20,Returned
8716,8609,2021-05-13,2021-05-28,,Returned
4459,13496,2020-02-29,2020-03-28,2020-04-02,Returned
5662,943,2022-03-14,2022-04-10,2022-04-17,Returned
9146,13134,2021-03-29,2021-04-06,2021-04-08,Overdue
8077,11007,2020-04-17,2020-05-06,,Overdue
3267,11243,2021-12-07,2021-12-23,2021-12-25,Returned
5879,12907,2020-10-21,2020-11-13,2020-11-16,Active
4596,10776,2022-02-08,2022-02-22,2022-03-02,Overdue
977,10652,2021-11-21,2021-12-18,,Active
4419,2078,2020-09-13,2020-10-01,2020-10-11,Returned
7932,3232,2021-11-13,2021-11-30,,Overdue
9098,3979,2020-04-12,2020-05-04,2020-05-06,Active
7726,7236,2021-02-03,2021-02-20,2021-02-27,Active
5485,2975,2022-03-27,2022-04-14,2022-04-15,Active
7507,4590,2021-07-02,2021-07-10,2021-07-16,Active
5079,13479,2022-12-22,2023-01-21,2023-01-29,Overdue
3062,1490,2022-01-05,2022-01-24,2022-01-26,Returned
179,8028,2020-08-31,2020-09-28,,Returned
3047,10645,2022-04-01,2022-04-20,2022-04-24,Active
5755,8267,2021-04-08,2021-05-08,2021-05-16,Returned
4965,9070,2020-10-04,2020-11-01,2020-11-11,Active
3773,5934,2022-04-03,2022-04-20,2022-04-26,Returned
9682,14098,2021-08-15,2021-08-31,2021-09-06,Overdue
807,10371,2022-10-02,2022-10-23,2022-10-28,Returned
2207,7933,2020-05-11,2020-05-24,2020-06-02,Overdue
637,3595,2020-10-16,2020-10-24,,Overdue
6055,5600,2021-06-15,2021-07-15,,Active
4536,9269,2020-11-21,2020-12-20,,Returned
7447,301,2021-06-26,2021-07-20,2021-07-23,Returned
3721,4008,2022-04-19,2022-04-29,2022-05-09,Returned
5183,171,2022-03-18,2022-04-03,2022-04-07,Active
984,13628,2022-08-27,2022-09-10,,Overdue
4458,9545,2020-04-21,2020-05-19,2020-05-21,Overdue
4131,1815,2022-10-13,2022-10-20,,Active
1411,5227,2022-05-23,2022-06-12,2022-06-20,Returned
346,11678,2020-04-06,2020-05-04,2020-05-06,Active
2100,2590,2020-11-21,2020-12-19,2020-12-24,Active
2004,3215,2020-06-30,2020-07-23,2020-07-29,Active
1631,926,2021-01-03,2021-01-13,2021-01-20,Returned
3674,11899,2022-12-27,2023-01-07,2023-01-16,Active
5458,2295,2020-07-19,2020-08-13,2020-08-15,Active
4375,7701,2020-12-27,2021-01-08,2021-01-14,Active
9653,7546,2021-10-15,2021-11-02,,Returned
3776,2770,2021-05-18,2021-05-27,2021-06-03,Active
5341,7289,2020-06-27,2020-07-27,2020-08-03,Returned
1783,11275,2022-12-15,2022-12-30,,Overdue
4019,14757,2020-01-13,2020-01-21,2020-01-22,Active
7751,5060,2021-12-14,2021-12-26,2021-12-27,Returned
3783,13586,2021-11-03,2021-11-16,2021-11-19,Active
9194,2517,2022-04-09,2022-04-22,2022-04-28,Active
8651,6053,2020-10-25,2020-11-24,2020-12-02,Active
6342,823,2022-05-05,2022-05-23,2022-05-29,Returned
425,7918,2022-09-14,2022-10-09,2022-10-11,Overdue
4562,8279,2022-01-28,2022-02-22,2022-02-23,Active
8802,3909,2020-04-13,2020-04-29,2020-05-05,Overdue
9902,10909,2022-04-25,2022-05-13,2022-05-21,Active
1092,8392,2021-12-11,2021-12-31,2022-01-04,Returned
3970,7878,2021-05-14,2021-06-13,2021-06-13,Returned
3754,10449,2021-11-05,2021-11-13,2021-11-20,Overdue
6896,12092,2022-09-30,2022-10-11,,Returned
5160,11080,2022-04-26,2022-05-17,,Overdue
4359,398,2022-07-14,2022-08-10,2022-08-17,Overdue
196,14190,2020-04-05,2020-05-05,2020-05-09,Returned
8434,6371,2020-04-14,2020-05-01,2020-05-09,Active
9476,3740,2020-10-31,2020-11-21,2020-11-30,Returned
1820,7623,2020-11-17,2020-12-16,2020-12-19,Overdue
314,12977,2021-04-02,2021-05-01,2021-05-04,Active
9980,3277,2022-09-26,2022-10-08,2022-10-14,Returned
96,8322,2020-10-06,2020-10-21,,Returned
3683,1074,2020-09-17,2020-10-01,2020-10-06,Active
4930,10618,2022-06-08,2022-07-01,2022-07-01,Active
1470,10144,2021-04-14,2021-04-29,,Active
3081,1683,2021-09-12,2021-10-11,2021-10-14,Returned
285,4576,2021-03-19,2021-03-31,2021-04-08,Active
9505,14289,2022-07-11,2022-07-30,2022-08-09,Returned
3531,5575,2021-01-13,2021-01-23,2021-01-27,Overdue
5454,7466,2022-11-15,2022-12-01,2022-12-05,Overdue
6022,635,2021-12-27,2022-01-12,2022-01-16,Overdue
6834,2941,2022-11-22,2022-12-15,,Active
